Feature,Importance_Mean,Importance_Std,Importance_CV,Final_Model_Importance
cg25877801,0.010404044115563107,0.012384350744652646,1.190340072385242,0.03970139350311983
cg15383338,0.00809811208960865,0.014022854477473113,1.7316201787704282,0.005005739140702916
cg18671774,0.008057774080077471,0.006532189731567076,0.8106692475594138,0.0075708057248157785
cg13081604,0.007373263434637445,0.013174850537517008,1.7868411288468666,0.0018591488006771094
cg07309904,0.00644477039819588,0.010406514150514015,1.614722223766877,0.0014635457612493265
cg18815388,0.006092241126627847,0.003910038203498259,0.6418062020276449,0.02242321542440712
cg24429916,0.005475136524562037,0.002811193223096605,0.5134471367317662,0.011588128446170026
cg01592381,0.005453905639081119,0.003732064773843653,0.68429212978522,0.012800551049920308
cg15051540,0.005292965293160408,0.008050546567100027,1.5209898363406982,0.0023642797464544273
cg14516946,0.004957449151570518,0.009681135281442571,1.9528460686462077,0.0007937340867757126
cg18025812,0.00477640167760473,0.005278710716087199,1.1051647164268428,0.005691362624727393
cg20388462,0.004715514573529806,0.005990789958876451,1.2704424381298842,0.0036478085769608673
cg14069306,0.0043499548484587395,0.0032400778997644995,0.7448532084021957,0.009936729841100982
cg01489686,0.004251025717452076,0.0026711276277204443,0.6283489544463482,0.011452826010002073
cg17533884,0.004003830630995893,0.0025168392987706674,0.6286078178296618,0.005083475725956468
cg24649641,0.0038691602639411666,0.005636066137565551,1.4566638772823042,0.009309694249253528
cg10385448,0.0037885130476373054,0.004566288426225087,1.205298292041784,0.003786580608901519
cg09679690,0.0037075051320996123,0.004037649332867902,1.0890475077175614,0.005795842640632553
cg07149267,0.003676040044808409,0.004376546896192619,1.1905601472751923,0.0052176913069389395
cg17517538,0.0035547251843190456,0.00661523197860113,1.8609685557932967,0.0007589009878812159
cg14870861,0.0033986389289078606,0.00439918003012023,1.2943946069888714,0.009330548107550718
cg26349246,0.0033835587060325883,0.002881894564221788,0.8517347353572289,0.004908701541555756
cg10772425,0.0033643009533141964,0.0031889038434166836,0.947865185927779,0.005388505606749146
cg07673529,0.0031445744800878985,0.002611959359724803,0.830624077502971,0.004820901254320786
cg18655113,0.0031031109551316128,0.0034873500356779534,1.1238237928710044,0.007402811065000202
cg16023924,0.003078535312332296,0.0059051980812435045,1.9181842305883143,0.00019160736449073344
cg08173709,0.0030685462226769157,0.004064004050039586,1.3244069414908686,0.002287795832509621
cg18303242,0.003063505227942374,0.0012268658954855377,0.4004778070059931,0.003998842963456215
cg03037969,0.0030269201279680435,0.003989289257153896,1.3179367002452809,0.00486761165850025
cg12599427,0.002924728124604024,0.0022955913892710985,0.7848904968193742,0.004342381556796025
cg01825797,0.002883520917334509,0.004461996336030335,1.547412454844858,0.005354826928157164
cg12291109,0.002822013179359052,0.0044458270191040485,1.5754096735199645,0.0006996487587902949
cg10643588,0.002618652154131011,0.0027379643905809273,1.045562420997938,0.00945161372758626
cg11241073,0.00259631994092017,0.002029368275421574,0.781632558173506,0.001616198712651399
cg19724632,0.0025942653925843336,0.0024724755712157366,0.9530541797989713,0.002739024690806815
cg17701798,0.002585918376183974,0.0028283982172150955,1.0937692905883667,0.003522819723165963
cg21343406,0.0025692080677923255,0.0028655048718574504,1.1153260789762036,0.005182058992758227
cg05265414,0.002542509736685956,0.001916149640238796,0.7536449269893125,0.0021749481705395195
cg06659154,0.002539226192633496,0.0026633375314259054,1.0488775809987736,0.005877068328218369
cg11931203,0.002514036003075866,0.004675657581347408,1.85982117584821,0.0015676495238397
cg00758317,0.0023985670958605633,0.002240869739730347,0.9342534758240795,0.003869173259887534
cg04934530,0.0023960094804066933,0.0014631091196444612,0.6106441024313919,0.0035118942701950566
cg20750832,0.0023615505027219813,0.0015626720281656588,0.6617143949253023,0.00225949029047987
cg03870261,0.002360391912566936,0.0023765348474959376,1.0068390482780214,0.0027936191654946885
cg05178813,0.0023536462091346085,0.003454388392372426,1.467675231816177,0.002502148891912043
cg08317412,0.002320583782405545,0.0018550391114641046,0.7993846400161794,0.001701968907866442
cg18347903,0.002300897353610124,0.003720429849776116,1.6169472672233767,0.0002815886715814747
cg16190388,0.0022126565773214896,0.0015554990921313847,0.7030006544053545,0.002492673615008548
cg09965760,0.0022033118208129423,0.002216427105283007,1.0059524865027851,0.00018185077697713975
cg23688350,0.0021999372465300736,0.001956185253007205,0.8892004384091506,0.0018517272946999854
cg03467625,0.002194208817781261,0.0020239112020119087,0.9223876475985003,0.0011155613315298166
cg20168106,0.0021806295266811656,0.0016909287088158385,0.7754314112430761,0.0018167447215951746
cg14209299,0.0020733477391770396,0.0017638944237580235,0.850746985348177,0.0029551501687073065
cg04874795,0.0020646265063191597,0.001996640756928894,0.9670711163063661,0.00194096536815569
cg15642754,0.002044683225804684,0.001130419010329488,0.5528577438193821,0.007678372267229182
cg00148862,0.002035344207430497,0.002318548281213539,1.1391430298790923,0.00226210783875265
cg24642065,0.002017509261076119,0.0013946322623270516,0.6912643327628324,0.003993218126852374
cg08086177,0.0019909884338901855,0.0026167153342033537,1.3142794595057576,0.002526867091030948
cg05455266,0.001987986609847716,0.002891988490168909,1.4547323057257466,0.0007011108000401281
cg17397150,0.001983314037130067,0.0020636394088866025,1.040500529014919,0.003103776656359093
cg20883195,0.0019318610601201335,0.002507874640407445,1.2981650504591604,0.002229293472646324
cg08619528,0.0018315619993856565,0.0009746094957567248,0.532119274625539,0.00478211614011008
cg06132505,0.0018247887793799208,0.001711810979464932,0.9380871391799692,0.006719379401839801
cg26019472,0.0018079889245339298,0.0023860800598110928,1.3197425578544015,0.0015272632991955156
cg05571369,0.0017980743178025165,0.002893599186329234,1.6092766560049236,0.00032439930905813386
cg13441012,0.001737134477026126,0.0011257781877408066,0.6480661905124667,0.0017477128578919487
cg14746274,0.0017313316921752197,0.000892676238145441,0.5156009045637033,0.001687451326856752
cg03373301,0.0017184396393289658,0.00216541414806948,1.2601047907068614,0.0012661502243805725
cg22614631,0.0017023278489377753,0.0013884631914571864,0.8156261502512278,0.0026851016641960485
cg22897413,0.001697695596468387,0.0015427411871596305,0.9087265700024457,0.0008681494272944364
cg20790058,0.0016769782868120901,0.001664560468975241,0.9925950638752982,0.006095205482374459
cg26431163,0.0016176241856435247,0.001738198637119729,1.07453792116396,0.006094878036731214
cg23726178,0.0016153345822656224,0.0023421963016860402,1.449975864073532,0.0017179374683531584
cg21930057,0.0015000844478070974,0.0013953788858341333,0.9302001596336498,0.002925286869317571
cg22016288,0.001494237791494314,0.001983138150494951,1.3271903769698357,0.0007020288963747952
cg27099480,0.0014877025915840706,0.0015052703756595358,1.0118085987037904,0.0010963100773544931
cg21279207,0.0014702805796302843,0.0012058155214561969,0.8201260739952118,0.0041214551941166355
cg01975883,0.0014546993036037748,0.0006690777291618971,0.4599422585204674,0.001723232648160263
cg20853836,0.0014472678326177262,0.0025238867400852365,1.7438973691071775,0.00247028681216453
cg11384511,0.0014422059296694326,0.0012792847683325713,0.8870332962245315,0.002003132556528959
cg06655771,0.0014356257096332548,0.001142523209642669,0.7958363537184792,0.0008396545596075475
cg04308323,0.0014331659516684243,0.002356412228327499,1.6442004229616483,0.0015314640833338441
cg23193420,0.0014255689286339108,0.0013948340295674264,0.9784401888304651,0.0005784485304841999
cg08006672,0.0014018807292138593,0.0014825739333422729,1.05756060176218,0.00018433045722053408
cg12044828,0.001390503428277076,0.002150158756565378,1.5463166492138025,0.0019225117547194497
cg10761987,0.0013881606051287824,0.0015068064587031925,1.0854697537079492,0.003085665292421627
cg12439084,0.0013706943018753472,0.0007386379064738129,0.538878619087689,0.001931185956417456
cg03501332,0.0013543954747366068,0.0015146236668864331,1.118302285638364,5.9099059200957705e-05
cg01691856,0.001334730473812679,0.00153422022960827,1.1494606175280346,0.0025105529600042385
cg13467765,0.0013216739156744406,0.0019978897253327146,1.511635775265814,0.0006048845155325168
cg18755942,0.0012709330597388657,0.0009641549382092021,0.7586197046013842,0.00581971692713828
cg18697172,0.001269861502873956,0.0013760900218407514,1.0836535404538405,0.0017616317624157517
cg06485166,0.001269146614376488,0.0005360443345366015,0.4223659317433223,0.0017015776977897202
cg26559671,0.001259499047890552,0.0010872402310415238,0.8632322085032508,0.0013160303014748916
cg19871598,0.0012476759366042262,0.0016409152635873082,1.3151773500862876,0.00022063097737096065
cg03584826,0.0012395644351989588,0.0016038751535498309,1.293902098685324,0.002705599339555007
cg19848140,0.001239198968790014,0.001939141413600243,1.5648344664216627,0.0010014898225148958
cg23069822,0.0012384510340998785,0.0006589977247734291,0.5321144344160149,0.002560082002016187
cg24173422,0.0012195488132099512,0.001510503311013507,1.238575422971548,0.000908536923638545
cg04721268,0.0012139546149103487,0.0018605989854868356,1.5326757766448,8.288633393971843e-06
cg27501522,0.0011969164285939916,0.0007706338477615183,0.6438492821774094,0.0005176641877086273
cg19684887,0.0011968478978961784,0.0010607929113383612,0.8863221672284407,0.0013520062196090649
cg11864558,0.0011916635000307509,0.0012148702978757543,1.019474202152692,0.0001176320521298787
cg03814063,0.0011905032078572309,0.000965756776140284,0.8112172135653577,0.001165183665189975
cg24789259,0.0011684018365865118,0.0017372947413700328,1.4868982042648289,0.0007506507905982446
cg00911794,0.0011545784802276867,0.0015049105421611492,1.3034284265557532,0.001604662553468346
cg00102795,0.0011509933503092444,0.0016991609384839046,1.4762559578661205,0.0008135542439200598
cg24485146,0.001137156172033697,0.0008114671249790337,0.7135933248011735,0.0011875660995088633
cg06203476,0.001136911204708995,0.0011090576555533305,0.9755005961852108,0.00449707318552498
cg26355940,0.0011337452969813625,0.0008273715004571864,0.7297683436334934,0.0007171170005750067
cg11758283,0.001121307974730416,0.001590123212437847,1.4180966393380723,0.001059962428856984
cg05478229,0.0011004311545177643,0.0008703420724851854,0.7909099899807829,0.0008413738526734147
cg17464228,0.0010857100092713295,0.0013466590222566575,1.2403486075675052,0.0007182379638030573
cg27458168,0.0010850255323475062,0.0010875932186225775,1.0023663830590952,0.0011474297447373986
cg03263673,0.0010829852480627807,0.001981670819566543,1.8298223730462377,3.371597013672455e-05
cg05391998,0.0010813956301443674,0.001082436667125482,1.0009625865463474,0.001776312638588124
cg20468586,0.001066115110984691,0.0014483488474168204,1.3585293901576443,0.0019457564000283521
cg14159683,0.0010652812195555143,0.0015250500305948416,1.4315937044978544,0.000721463081885894
cg09892015,0.0010652116211742053,0.001198308185960162,1.1249483667333677,0.0004022061027509728
cg26802786,0.0010595070637010678,0.0009312340979789554,0.878931384216385,0.0018765757128459378
cg26959247,0.0010397313026801924,0.0012902812101032305,1.2409755123074837,4.7936824194857514e-05
cg05025179,0.0010355847634992712,0.0009670698451110268,0.9338393010528079,0.0009109039964908936
cg03616130,0.001023583353471778,0.0008943080020481608,0.8737030664327932,0.0009596028485876506
cg17986181,0.001022743239648656,0.0008160592096233117,0.7979120254194502,0.002611240574448803
cg05754861,0.001016429431604756,0.001057209595444644,1.0401208963060171,3.669482467699766e-05
cg26592496,0.0010137173856031496,0.0006496314111141013,0.640840688199808,0.0007806806991967377
cg23639898,0.001012925622627562,0.000975653246956685,0.9632031502031649,0.0009757307499237918
cg24196923,0.0010124369710950432,0.001311076198664284,1.2949705577712947,0.0
